"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","147, 196, 125","56, 118, 29","56, 118, 29","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","56, 118, 29","56, 118, 29","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","0, 0, 0","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","254, 254, 254","255, 0, 0","204, 0, 0","153, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255"
"0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","254, 254, 254","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0"
"0, 0, 0","255, 0, 0","255, 0, 0","254, 254, 254","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0"
"0, 0, 0","255, 0, 0","255, 0, 0","254, 254, 254","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0"
"0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0"
"0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","153, 0, 0","0, 0, 0"
"255, 255, 255","0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","255, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","153, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
