"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","255, 153, 0","251, 188, 4","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","255, 153, 0","251, 188, 4","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","255, 153, 0","251, 188, 4","255, 153, 0","251, 188, 4","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","0, 0, 0","255, 255, 255"
"0, 0, 0","56, 118, 29","56, 118, 29","56, 118, 29","1, 1, 1","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","1, 1, 1","56, 118, 29","56, 118, 29","56, 118, 29","0, 0, 0"
"255, 255, 255","0, 0, 0","56, 118, 29","1, 1, 1","255, 255, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 255, 0","1, 1, 1","56, 118, 29","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","1, 1, 1","1, 1, 1","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","1, 1, 1","1, 1, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","204, 0, 0","204, 0, 0","1, 1, 1","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","1, 1, 1","204, 0, 0","204, 0, 0","204, 0, 0","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","1, 1, 1","1, 1, 1","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","1, 1, 1","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 255, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 109, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 109, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 109, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 109, 1","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","255, 109, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 109, 1","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
