"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","204, 0, 0","255, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","1, 1, 1","204, 0, 0","204, 0, 0","255, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","183, 183, 183","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","254, 254, 254","254, 254, 254","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","183, 183, 183","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","254, 254, 254","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","254, 254, 254","0, 0, 0","255, 255, 255"
"0, 0, 0","183, 183, 183","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","254, 254, 254","254, 254, 254","0, 0, 0"
"0, 0, 0","183, 183, 183","239, 239, 239","254, 254, 254","1, 1, 1","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","254, 254, 254","1, 1, 1","239, 239, 239","254, 254, 254","0, 0, 0"
"0, 0, 0","183, 183, 183","239, 239, 239","1, 1, 1","1, 1, 1","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","1, 1, 1","1, 1, 1","239, 239, 239","239, 239, 239","0, 0, 0"
"0, 0, 0","183, 183, 183","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","0, 0, 0"
"0, 0, 0","183, 183, 183","239, 239, 239","239, 239, 239","239, 239, 239","255, 109, 1","255, 153, 0","255, 153, 0","251, 188, 4","251, 188, 4","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","0, 0, 0"
"0, 0, 0","183, 183, 183","239, 239, 239","239, 239, 239","239, 239, 239","255, 109, 1","255, 109, 1","255, 153, 0","255, 153, 0","255, 153, 0","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","0, 0, 0"
"0, 0, 0","183, 183, 183","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","255, 0, 0","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","0, 0, 0"
"255, 255, 255","0, 0, 0","183, 183, 183","183, 183, 183","239, 239, 239","239, 239, 239","239, 239, 239","255, 0, 0","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","239, 239, 239","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255"
