"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","200, 200, 200","254, 254, 254","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","200, 200, 200","254, 254, 254","254, 254, 254","255, 255, 255","254, 254, 254","254, 254, 254","200, 200, 200","200, 200, 200","200, 200, 200","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"0, 0, 0","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","1, 1, 1","1, 1, 1","1, 1, 1","254, 254, 254","254, 254, 254","200, 200, 200","200, 200, 200","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"0, 0, 0","200, 200, 200","254, 254, 254","254, 254, 254","254, 254, 254","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","0, 0, 0","255, 255, 255","255, 255, 255"
"0, 0, 0","200, 200, 200","254, 254, 254","254, 254, 254","1, 1, 1","255, 153, 0","255, 153, 0","255, 217, 102","255, 153, 0","255, 217, 102","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","254, 254, 254","254, 254, 254","1, 1, 1","255, 153, 0","255, 217, 102","255, 153, 0","255, 217, 102","255, 217, 102","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","0, 0, 0"
"255, 255, 255","0, 0, 0","200, 200, 200","254, 254, 254","1, 1, 1","255, 153, 0","255, 153, 0","255, 217, 102","255, 217, 102","255, 217, 102","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","0, 0, 0"
"255, 255, 255","0, 0, 0","200, 200, 200","254, 254, 254","254, 254, 254","1, 1, 1","255, 217, 102","255, 217, 102","255, 217, 102","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","0, 0, 0"
"255, 255, 255","255, 255, 255","0, 0, 0","254, 254, 254","254, 254, 254","254, 254, 254","1, 1, 1","1, 1, 1","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","200, 200, 200","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","200, 200, 200","200, 200, 200","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","200, 200, 200","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","200, 200, 200","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","200, 200, 200","254, 254, 254","254, 254, 254","254, 254, 254","200, 200, 200","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","200, 200, 200","200, 200, 200","200, 200, 200","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
