"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","230, 145, 56","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","103, 78, 167","106, 168, 79","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","230, 145, 56","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","103, 78, 167","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","106, 168, 79","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","255, 255, 0","255, 255, 0","255, 255, 0","106, 168, 79","106, 168, 79","106, 168, 79","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","255, 255, 0","255, 255, 0","106, 168, 79","106, 168, 79","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","255, 255, 0","106, 168, 79","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","255, 255, 255"
"255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79"
"106, 168, 79","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","255, 255, 0","106, 168, 79","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","255, 255, 0"
"106, 168, 79","106, 168, 79","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","255, 255, 0","255, 255, 0","106, 168, 79","106, 168, 79","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","255, 255, 0","255, 255, 0"
"106, 168, 79","106, 168, 79","106, 168, 79","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","255, 255, 0","255, 255, 0","255, 255, 0","106, 168, 79","106, 168, 79","106, 168, 79","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","106, 168, 79","106, 168, 79","106, 168, 79","106, 168, 79","255, 255, 0","255, 255, 0","255, 255, 0"
