"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0"
"0, 0, 0","254, 254, 254","254, 254, 254","1, 1, 1","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","254, 254, 254","255, 255, 0","1, 1, 1","254, 254, 254","254, 254, 254","0, 0, 0"
"0, 0, 0","254, 254, 254","254, 254, 254","1, 1, 1","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","254, 254, 254","255, 255, 0","1, 1, 1","254, 254, 254","254, 254, 254","0, 0, 0"
"0, 0, 0","254, 254, 254","254, 254, 254","1, 1, 1","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","254, 254, 254","255, 255, 0","1, 1, 1","254, 254, 254","254, 254, 254","0, 0, 0"
"255, 255, 255","0, 0, 0","254, 254, 254","1, 1, 1","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","1, 1, 1","254, 254, 254","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","1, 1, 1","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","1, 1, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","255, 255, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
