"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
"204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37","204, 65, 37"
