"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","53, 28, 117","53, 28, 117","0, 0, 255","53, 28, 117","53, 28, 117","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","0, 0, 255","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 0, 255","0, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","0, 0, 255","255, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255"
"255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","0, 0, 255","0, 0, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 255","0, 0, 255","0, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255"
"53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117"
"255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","0, 0, 255","0, 0, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 255","0, 0, 255","0, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255"
"255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 0, 255","0, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","0, 0, 255","255, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","0, 0, 255","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","53, 28, 117","53, 28, 117","0, 0, 255","53, 28, 117","53, 28, 117","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","53, 28, 117","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","53, 28, 117","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
