"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 0, 0","255, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 0, 0","254, 254, 254","255, 0, 0","255, 0, 0","1, 1, 1","166, 77, 121","1, 1, 1","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","1, 1, 1","166, 77, 121","255, 0, 255","255, 0, 255","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","1, 1, 1","255, 0, 0","255, 0, 0","1, 1, 1","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","1, 1, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","166, 77, 121","166, 77, 121","1, 1, 1","1, 1, 1","166, 77, 121","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","255, 0, 255","255, 0, 255","166, 77, 121","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 0","255, 255, 255"
"0, 0, 0","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","0, 0, 0"
"0, 0, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 0"
"0, 0, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","0, 0, 0"
"255, 255, 255","0, 0, 0","1, 1, 1","1, 1, 1","1, 1, 1","255, 0, 255","255, 0, 255","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","1, 1, 1","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","102, 0, 0","102, 0, 0","1, 1, 1","255, 0, 255","1, 1, 1","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","1, 1, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","153, 0, 0","153, 0, 0","1, 1, 1","1, 1, 1","102, 0, 0","1, 1, 1","255, 0, 255","1, 1, 1","1, 1, 1","1, 1, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","153, 0, 0","102, 0, 0","102, 0, 0","153, 0, 0","1, 1, 1","255, 0, 255","1, 1, 1","102, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","102, 0, 0","1, 1, 1","102, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","102, 0, 0","153, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","153, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
