"255, 255, 255","255, 255, 255","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","0, 0, 0","255, 255, 255"
"0, 0, 0","251, 188, 4","251, 188, 4","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","251, 188, 4","0, 0, 0"
"0, 0, 0","251, 188, 4","204, 0, 0","251, 188, 4","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","204, 0, 0","251, 188, 4","0, 0, 0"
"0, 0, 0","251, 188, 4","204, 0, 0","204, 0, 0","251, 188, 4","251, 188, 4","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","251, 188, 4","251, 188, 4","204, 0, 0","204, 0, 0","251, 188, 4","0, 0, 0"
"0, 0, 0","251, 188, 4","204, 0, 0","204, 0, 0","251, 188, 4","251, 188, 4","1, 1, 1","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","1, 1, 1","251, 188, 4","251, 188, 4","204, 0, 0","204, 0, 0","251, 188, 4","0, 0, 0"
"0, 0, 0","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0"
"0, 0, 0","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0"
"0, 0, 0","255, 109, 1","255, 109, 1","255, 109, 1","254, 254, 254","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","254, 254, 254","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0"
"0, 0, 0","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0"
"0, 0, 0","217, 217, 217","254, 254, 254","255, 109, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","255, 109, 1","254, 254, 254","217, 217, 217","0, 0, 0"
"0, 0, 0","217, 217, 217","254, 254, 254","254, 254, 254","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","254, 254, 254","254, 254, 254","217, 217, 217","0, 0, 0"
"0, 0, 0","217, 217, 217","254, 254, 254","254, 254, 254","254, 254, 254","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","254, 254, 254","254, 254, 254","254, 254, 254","217, 217, 217","0, 0, 0"
"255, 255, 255","0, 0, 0","254, 254, 254","254, 254, 254","254, 254, 254","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","254, 254, 254","254, 254, 254","254, 254, 254","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","1, 1, 1","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
