"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204"
"17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204"
"17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204"
"17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204"
"17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204"
"17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204"
"17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204"
"17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204"
"17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 0","255, 255, 0","255, 255, 0","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204"
"166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","120, 120, 120","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","120, 120, 120","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","120, 120, 120","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","120, 120, 120","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","120, 120, 120","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","120, 120, 120","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","120, 120, 120","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","17, 85, 204","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
