"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","153, 153, 153","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","153, 153, 153","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","224, 102, 102","153, 153, 153","153, 153, 153","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","153, 153, 153","153, 153, 153","224, 102, 102","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","224, 102, 102","153, 153, 153","153, 153, 153","102, 102, 102","153, 153, 153","102, 102, 102","153, 153, 153","102, 102, 102","153, 153, 153","153, 153, 153","224, 102, 102","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","224, 102, 102","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","102, 102, 102","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","224, 102, 102","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","153, 153, 153","1, 1, 1","254, 254, 254","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","1, 1, 1","254, 254, 254","153, 153, 153","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","153, 153, 153","153, 153, 153","254, 254, 254","1, 1, 1","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","254, 254, 254","1, 1, 1","153, 153, 153","153, 153, 153","0, 0, 0","255, 255, 255"
"0, 0, 0","1, 1, 1","1, 1, 1","153, 153, 153","1, 1, 1","1, 1, 1","153, 153, 153","254, 254, 254","254, 254, 254","254, 254, 254","153, 153, 153","1, 1, 1","1, 1, 1","153, 153, 153","1, 1, 1","1, 1, 1","0, 0, 0"
"255, 255, 255","0, 0, 0","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","254, 254, 254","1, 1, 1","1, 1, 1","1, 1, 1","254, 254, 254","153, 153, 153","153, 153, 153","153, 153, 153","153, 153, 153","0, 0, 0","255, 255, 255"
"0, 0, 0","1, 1, 1","1, 1, 1","153, 153, 153","153, 153, 153","254, 254, 254","254, 254, 254","254, 254, 254","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","153, 153, 153","153, 153, 153","1, 1, 1","1, 1, 1","0, 0, 0"
"255, 255, 255","0, 0, 0","153, 153, 153","153, 153, 153","254, 254, 254","1, 1, 1","254, 254, 254","254, 254, 254","1, 1, 1","254, 254, 254","254, 254, 254","1, 1, 1","254, 254, 254","153, 153, 153","153, 153, 153","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","1, 1, 1","1, 1, 1","254, 254, 254","1, 1, 1","1, 1, 1","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","254, 254, 254","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
