"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","56, 118, 29","56, 118, 29","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","56, 118, 29","56, 118, 29","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","56, 118, 29","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","1, 1, 1","56, 118, 29","1, 1, 1","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","254, 254, 254","0, 0, 0","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","204, 65, 37","255, 109, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","255, 109, 1","254, 254, 254","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 109, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","0, 0, 0","255, 255, 255"
"0, 0, 0","204, 65, 37","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0"
"0, 0, 0","204, 65, 37","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0"
"0, 0, 0","204, 65, 37","255, 109, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","0, 0, 0"
"0, 0, 0","204, 65, 37","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0"
"255, 255, 255","0, 0, 0","204, 65, 37","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0","255, 255, 255"
"255, 255, 255","0, 0, 0","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 109, 1","255, 109, 1","255, 109, 1","1, 1, 1","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","204, 65, 37","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","204, 65, 37","204, 65, 37","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","255, 109, 1","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
