"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","0, 255, 0","0, 0, 255","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","255, 255, 0","0, 255, 0","0, 0, 255","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","1, 1, 1","254, 254, 254","1, 1, 1","133, 32, 12","0, 0, 0","255, 255, 255"
"0, 0, 0","255, 0, 0","255, 255, 0","0, 255, 0","0, 0, 255","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","1, 1, 1","1, 1, 1","254, 254, 254","133, 32, 12","133, 32, 12","0, 0, 0"
"0, 0, 0","255, 0, 0","255, 255, 0","0, 255, 0","0, 0, 255","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","1, 1, 1","1, 1, 1","1, 1, 1","133, 32, 12","133, 32, 12","0, 0, 0"
"0, 0, 0","255, 0, 0","255, 255, 0","0, 255, 0","0, 0, 255","133, 32, 12","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","0, 0, 0"
"0, 0, 0","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","254, 254, 254","1, 1, 1","1, 1, 1","133, 32, 12","133, 32, 12","133, 32, 12","133, 32, 12","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","254, 254, 254","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"255, 255, 255","0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
