"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0","255, 255, 255"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","254, 254, 254","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","254, 254, 254","254, 254, 254","254, 254, 254","255, 153, 0","255, 153, 0","1, 1, 1","255, 153, 0","255, 153, 0","254, 254, 254","254, 254, 254","254, 254, 254","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","254, 254, 254","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","0, 0, 0"
"0, 0, 0","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","1, 1, 1","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","254, 254, 254","255, 153, 0","254, 254, 254","255, 153, 0","255, 153, 0","1, 1, 1","200, 200, 200","200, 200, 200","1, 1, 1","1, 1, 1","1, 1, 1","200, 200, 200","200, 200, 200","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","254, 254, 254","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","0, 0, 0"
"0, 0, 0","255, 153, 0","255, 153, 0","254, 254, 254","255, 153, 0","254, 254, 254","255, 153, 0","255, 153, 0","1, 1, 1","200, 200, 200","200, 200, 200","1, 1, 1","1, 1, 1","1, 1, 1","200, 200, 200","200, 200, 200","0, 0, 0"
"255, 255, 255","0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","0, 0, 0","255, 255, 255"
"255, 255, 255","255, 255, 255","0, 0, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","1, 1, 1","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","200, 200, 200","0, 0, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","0, 0, 0","255, 255, 255","255, 255, 255","255, 255, 255"
