"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 255, 0","255, 255, 0","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","109, 158, 235","109, 158, 235","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","103, 78, 167","103, 78, 167","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255"
"255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 0","255, 255, 0","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","109, 158, 235","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255"
