"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","153, 0, 255","153, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","56, 118, 29","56, 118, 29","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","255, 255, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
