"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 255","255, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 255, 255"
"103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255"
"103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255"
"103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255"
"103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255"
"103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","0, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","103, 78, 167","103, 78, 167","103, 78, 167","255, 153, 0","255, 153, 0","255, 153, 0","0, 255, 255","0, 255, 255","0, 255, 255"
"103, 78, 167","103, 78, 167","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","0, 255, 255","0, 255, 255","0, 255, 255","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","103, 78, 167","103, 78, 167","0, 255, 255","0, 255, 255","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","103, 78, 167","103, 78, 167","103, 78, 167","204, 0, 0","204, 0, 0","204, 0, 0","204, 0, 0","0, 255, 255","0, 255, 255"
