"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 255, 255","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 255, 255","255, 255, 255"
"255, 255, 255","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 255, 255"
"255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0"
"255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0"
"255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0"
"255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0"
"255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","74, 134, 232","74, 134, 232","74, 134, 232","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0"
"255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","74, 134, 232","74, 134, 232","74, 134, 232","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0"
"255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","74, 134, 232","74, 134, 232","74, 134, 232","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0"
"0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","74, 134, 232","74, 134, 232","74, 134, 232","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","74, 134, 232","74, 134, 232","74, 134, 232","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0"
"0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","74, 134, 232","74, 134, 232","74, 134, 232","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","74, 134, 232","74, 134, 232","74, 134, 232","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0"
"0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","74, 134, 232","74, 134, 232","74, 134, 232","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","74, 134, 232","74, 134, 232","74, 134, 232","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0"
"255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","152, 0, 0","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0"
"255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","74, 134, 232","74, 134, 232","74, 134, 232","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","74, 134, 232","74, 134, 232","74, 134, 232","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0"
